qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
1192-1,RdDzFuX1b1s,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What caused the sudden appearance of the standing sprinkler in the video?,20.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RdDzFuX1b1s
1203-1,X2muluGbNeo,Paraphrased Open-ended Question,Local Event Attribute,What method did the man use to remove the towel without it touching the water stream?,18.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X2muluGbNeo
1206-1,fuAUDvxf_vY,Paraphrased Open-ended Question,Professional Knowledge,What causes the blue paint to appear as if it's spilling in an unusual direction?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fuAUDvxf_vY
1209-1,H-9qGWrW83M,Paraphrased Open-ended Question,Displacement Attribute,What is the speed of the woman in the final image of the video?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M
1210-1,diEfe0tsJY8,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How does the focus change throughout the video?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8
1214-1,7nnjsL5oc_s,Paraphrased Open-ended Question,Displacement Attribute,How does the camera move when capturing the woman in the video?,5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s
1223-1,FxLooSikc2U,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),In what way does the camera angle change during the final throw compared to the earlier ones?,23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U
1225-1,#NAME?,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Who is prominently seen when the camera finishes zooming in for the first time?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs
1229-1,d-uzkMB14xQ,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What causes the discrepancy between the object in front of the mirror and its reflection?,10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ
1231-1,BFgfaUrBoks,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What causes the waterfall to appear as if it is flowing in reverse at the conclusion of the video?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks
1233-1,vpzN7MFV4YU,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How come there are two reflections in the water when only one person is visible in the image?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU
1235-1,EvlFEYvsf2Q,Paraphrased Open-ended Question,Professional Knowledge,What is the result of 4 plus 3 according to the pattern shown in the video?,4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q
1236-1,eDcteTYALgI,Paraphrased Open-ended Question,Professional Knowledge,Does the method demonstrated in the video effectively yield accurate calculation results?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI
1237-1,jTpJa4TF5cQ,Paraphrased Open-ended Question,Professional Knowledge,What is the result of 9 plus 9 according to the pattern shown in the video?,4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ
1239-1,3Eh34zhrxMA,Paraphrased Open-ended Question,Professional Knowledge,Does the method shown help in achieving accurate calculation results?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA
1242-1,68kf4Xd63rc,Paraphrased Open-ended Question,Plot Attribute,What was the outcome of the man's magic trick?,12.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/68kf4Xd63rc
1255-1,IpHK0Fscq1o,Paraphrased Open-ended Question,Event Localization,What color was called that prompted the man to run underneath?,38.64,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IpHK0Fscq1o
1260-1,zHkShLJc41g,Paraphrased Open-ended Question,Character Reaction Causality,What causes the man in white to appear shocked at the conclusion of the video?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zHkShLJc41g
1261-1,nBq9a0dz_w4,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),How is there a presence of two men in the reflection of only one woman reading under the tree?,34.2,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nBq9a0dz_w4
1262-1,gyynOp1Z9vg,Paraphrased Open-ended Question,Character Emotion Attribute,How did the girl in the pink top feel after grabbing the performer's arm?,59.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gyynOp1Z9vg
1275-1,l9HF9qcNvBs,Paraphrased Open-ended Question,Plot Attribute,Who is the winner of the challenge in the video?,58.86,Please state your answer with a brief explanation.,,https://youtube.com/shorts/l9HF9qcNvBs
1276-1,vXUZpRRrIBU,Paraphrased Open-ended Question,Plot Attribute,What is the significance of the lemon icon displayed at the top of the video?,30.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vXUZpRRrIBU
1278-1,X9_PhsoghBI,Paraphrased Open-ended Question,Plot Attribute (Montage),What is the difference in the number of attempts between the first two challenges?,59.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X9_PhsoghBI
1283-1,gilRZPVaUiM,Paraphrased Open-ended Question,Event Duration & Speed Attribute,Who is the fastest runner among the kids at the conclusion of the video?,20.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gilRZPVaUiM
1288-1,YKdNJPfnbLA,Paraphrased Open-ended Question,Character Emotion Attribute,How does the blond man feel at the conclusion of the video?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YKdNJPfnbLA
1290-1,WuoIOYVkN7E,Paraphrased Open-ended Question,Character Emotion Attribute,How does the man react at the conclusion of the video?,7.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WuoIOYVkN7E
1293-1,c77XgLraFbM,Paraphrased Open-ended Question,Objective Causality,What method was used to make the bottle cap appear to fly in the second scene of the video?,24.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c77XgLraFbM
1294-1,WbCqk3TIySs,Paraphrased Open-ended Question,Plot Attribute (Montage),What caused the piece of meat to end up on the grill in the video?,12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WbCqk3TIySs
1298-1,WKkCkLRo-Us,Paraphrased Open-ended Question,Objective Causality,What caused the man's football not to come back to him?,7.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WKkCkLRo-Us
1299-1,OHk9qAIMKKU,Paraphrased Open-ended Question,Objective Causality,What caused the elevator door to shut?,7.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/OHk9qAIMKKU
1307-1,BH9b46Sy7jM,Paraphrased Open-ended Question,Event Duration & Speed Attribute,How does the speed difference between the two tires change as they move forward past the ramp?,29.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BH9b46Sy7jM
1308-1,KZfOc4Bygfs,Paraphrased Open-ended Question,Event Duration & Speed Attribute,What changes occur in the speed of the black missile throughout the animation?,24.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KZfOc4Bygfs
1310-1,xk2yJbDhU0E,Paraphrased Open-ended Question,Event Duration & Speed Attribute,Which participant finished the game in the shortest amount of time?,28.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xk2yJbDhU0E
1312-1,_tT2ldpZHek,Paraphrased Open-ended Question,Displacement Attribute,Was the treadmill active while the person was trying to sleep in the video?,46.34,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tT2ldpZHek
1318-1,3i4wmfNpqRg,Paraphrased Open-ended Question,Character Emotion Attribute,How does the daughter feel at the conclusion of the video?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3i4wmfNpqRg
1321-1,6qHXenlRDH4,Paraphrased Open-ended Question,Character Emotion Attribute,How does the girl with braids feel at the conclusion of the video?,24.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/6qHXenlRDH4
1324-1,L9dnb-wfsnc,Paraphrased Open-ended Question,Character Reaction Causality,"How do the man and woman feel at the conclusion of the video, and what causes these emotions?",28.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L9dnb-wfsnc
1329-1,x5JHiogS_nM,Paraphrased Open-ended Question,Character Reaction Causality,"How does the woman feel at the conclusion of the video, and what causes this mood?",16.21,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/x5JHiogS_nM
1344-1,eLJNa61S4RE,Paraphrased Open-ended Question,Character Reaction Causality,What causes the child to smile after receiving the injection in the video?,18.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eLJNa61S4RE
