qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
1162-2,4jmQCgMy1mE,Correctly-led Open-ended Question,Event Localization,Does the person browse through the menu options starting with Calendar and ending with Calculator?,25.77,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/4jmQCgMy1mE
1168-2,aWdGWNIye8M,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the man in the red hat fall into the hole because of video editing and an optical illusion?,14.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aWdGWNIye8M
1169-2,RtYbZzlUVxM,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Was the man in black and white clothes kicked to pieces by the soccer ball due to video editing effects?,13.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RtYbZzlUVxM
1170-2,MImfdDB5-K8,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the containers disappear because they were part of a Tetris-like game using post-production effects?,14.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/MImfdDB5-K8
1173-2,YfbZV7u3kMM,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the person in the back seat disappear due to post-production editing?,5.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YfbZV7u3kMM
1175-2,oG45ZbYePtY,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the bear on the ground made to move through clever editing between a 3D painting and a real bear?,19.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oG45ZbYePtY
1176-2,PFlSRwIZ8EM,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the plant in the man's hand appear larger due to a visual effect created by post-production video editing techniques? .,24.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PFlSRwIZ8EM
1177-2,lJcTCcUJK0I,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the man appear on another boat due to video editing and visual effects?,17.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/lJcTCcUJK0I
1178-2,SArRN5FhkYI,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the laptop in the final scene actually a phone transformed by a visual effect filter?,19.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/SArRN5FhkYI
1181-2,ys5re4kXW1I,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the Colosseum disappear due to a visual trick and post-production effects?,12.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ys5re4kXW1I
1182-2,NFMqcsBtY30,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the ladder beneath the clouds in the video made to look full-sized through video editing techniques?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1183-2,uYIWSSQNV4w,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the sky darken because of a combination of lighting changes and post-production effects?,13.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uYIWSSQNV4w
1192-2,RdDzFuX1b1s,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Was the standing sprinkler's sudden appearance in the video due to creative video editing?,20.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RdDzFuX1b1s
1203-2,X2muluGbNeo,Correctly-led Open-ended Question,Local Event Attribute,Did the man manage to remove the towel by moving the open end of the towel to the other side of the water flow?,18.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X2muluGbNeo
1206-2,fuAUDvxf_vY,Correctly-led Open-ended Question,Professional Knowledge,"Is the blue paint spilling upwards because the entire set is upside down, creating an illusion?",10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fuAUDvxf_vY
1209-2,H-9qGWrW83M,Correctly-led Open-ended Question,Displacement Attribute,"Is the woman in the photo at the end of the video appearing moving fast, because it is just an illusion created by the photo composition?",20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M
1210-2,diEfe0tsJY8,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the focus of the video remain on the photograph of the two birds throughout the sequence?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8
1214-2,7nnjsL5oc_s,Correctly-led Open-ended Question,Displacement Attribute,"Is the camera moving closer to the woman, creating a zoom-in effect, as it films her?",5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s
1223-2,FxLooSikc2U,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"Does the camera zoom in on the floor during the last throw, unlike the previous stationary views?",23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U
1225-2,#NAME?,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the person mainly visible after the first camera zoom a man in a gray Under Armour t-shirt?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs
1229-2,d-uzkMB14xQ,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the difference between the object and its reflection due to the use of a panoramic photography feature on the phone?,10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ
1231-2,BFgfaUrBoks,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the backward flow of the waterfall at the end of the video due to reverse video processing?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks
1233-2,vpzN7MFV4YU,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the reason for the two reflections in the photo due to the use of a panoramic camera function that combined multiple images?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU
1235-2,EvlFEYvsf2Q,Correctly-led Open-ended Question,Professional Knowledge,"Based on the pattern in the video, does 4 + 3 equal 37?",4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q
1236-2,eDcteTYALgI,Correctly-led Open-ended Question,Professional Knowledge,Is the method shown in the video effective in producing accurate results for the division problems?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI
1237-2,jTpJa4TF5cQ,Correctly-led Open-ended Question,Professional Knowledge,"Based on the pattern in the video, does the equation 9 + 9 result in 63?",4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ
1239-2,3Eh34zhrxMA,Correctly-led Open-ended Question,Professional Knowledge,Is the method effective in producing correct results for the multiplication table of 19?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA
1242-2,68kf4Xd63rc,Correctly-led Open-ended Question,Plot Attribute,Did the man's magic trick succeed in surprising the woman by making money appear under the cup?,12.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/68kf4Xd63rc
1255-2,IpHK0Fscq1o,Correctly-led Open-ended Question,Event Localization,Did the man run underneath after the color yellow was called?,38.64,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IpHK0Fscq1o
1260-2,zHkShLJc41g,Correctly-led Open-ended Question,Character Reaction Causality,Is the man in white surprised because the man in black ate all the food on his plate?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zHkShLJc41g
1261-2,nBq9a0dz_w4,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"In the scene with the woman reading, could the presence of two men in the reflection be due to the photos being intentionally shot and edited together?",34.2,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nBq9a0dz_w4
1262-2,gyynOp1Z9vg,Correctly-led Open-ended Question,Character Emotion Attribute,Did the girl in the pink top feel worried and scared after she held the performer's arm?,59.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gyynOp1Z9vg
1275-2,l9HF9qcNvBs,Correctly-led Open-ended Question,Plot Attribute,Did the person in the blue T-shirt lose the challenge while the others won?,58.86,Please state your answer with a brief explanation.,,https://youtube.com/shorts/l9HF9qcNvBs
1276-2,vXUZpRRrIBU,Correctly-led Open-ended Question,Plot Attribute,Does the lemon icon at the top of the video represent different sizes of lemons that participants are challenged with?,30.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vXUZpRRrIBU
1278-2,X9_PhsoghBI,Correctly-led Open-ended Question,Plot Attribute (Montage),Is the difference in the number of attempts between the first two challenges just one?,59.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X9_PhsoghBI
1283-2,gilRZPVaUiM,Correctly-led Open-ended Question,Event Duration & Speed Attribute,"Is the child in the red outfit, positioned in the middle of the five runners, the fastest at the end of the video?",20.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gilRZPVaUiM
1288-2,YKdNJPfnbLA,Correctly-led Open-ended Question,Character Emotion Attribute,Does the blond man feel frustrated because the woman behind him revealed the trick?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YKdNJPfnbLA
1290-2,WuoIOYVkN7E,Correctly-led Open-ended Question,Character Emotion Attribute,Does the man at the end show signs of shock and pain after his attempt with the pillow?,7.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WuoIOYVkN7E
1293-2,c77XgLraFbM,Correctly-led Open-ended Question,Objective Causality,Was the bottle cap in the second scene made to look like it was flying by using a thin string and clever camera angles?,24.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c77XgLraFbM
1294-2,WbCqk3TIySs,Correctly-led Open-ended Question,Plot Attribute (Montage),"Based on narrative, did the piece of meat land on the grill because it was dropped from a hot air balloon?",12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WbCqk3TIySs
1298-2,WKkCkLRo-Us,Correctly-led Open-ended Question,Objective Causality,Did the man's football not return because it landed in a blue bucket?,7.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WKkCkLRo-Us
1299-2,OHk9qAIMKKU,Correctly-led Open-ended Question,Objective Causality,Did the elevator door close automatically as buffer time is up?,7.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/OHk9qAIMKKU
1307-2,BH9b46Sy7jM,Correctly-led Open-ended Question,Event Duration & Speed Attribute,Does the tire initially lagging behind eventually surpass the leading tire in speed and distance after the ramp?,29.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BH9b46Sy7jM
1308-2,KZfOc4Bygfs,Correctly-led Open-ended Question,Event Duration & Speed Attribute,Does the black missile in the animation first decelerate to match the bullet's speed before accelerating rapidly?,24.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KZfOc4Bygfs
1310-2,xk2yJbDhU0E,Correctly-led Open-ended Question,Event Duration & Speed Attribute,"Did Michiel, the man on the right in the pink top, complete the game faster than Celine?",28.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xk2yJbDhU0E
1312-2,_tT2ldpZHek,Correctly-led Open-ended Question,Displacement Attribute,Did the person in the video have to crawl forward to avoid falling off the treadmill because it was running while they were sleeping?,46.34,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tT2ldpZHek
1318-2,3i4wmfNpqRg,Correctly-led Open-ended Question,Character Emotion Attribute,Does the daughter seem speechless with her father at the end?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3i4wmfNpqRg
1321-2,6qHXenlRDH4,Correctly-led Open-ended Question,Character Emotion Attribute,Is the girl with braids feeling dazed and confused by the actions of the man next to her at the end of the video?,24.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/6qHXenlRDH4
1324-2,L9dnb-wfsnc,Correctly-led Open-ended Question,Character Reaction Causality,Do the man and woman experience shock and remorse at the end of the video due to the man's distracted actions with the dog?,28.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L9dnb-wfsnc
1329-2,x5JHiogS_nM,Correctly-led Open-ended Question,Character Reaction Causality,Does the woman's mood at the end of the video reflect frustration or anger due to the man's pretending to be a king during her yoga session?,16.21,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/x5JHiogS_nM
1344-2,eLJNa61S4RE,Correctly-led Open-ended Question,Character Reaction Causality,Does the child smile after the injection because the pain subsides once the needle is removed?,18.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eLJNa61S4RE
