qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
1168-3,aWdGWNIye8M,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the man in the red hat fall into the hole because he was deceived by a realistic 3D street painting?,14.58,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/aWdGWNIye8M
1169-3,RtYbZzlUVxM,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Was the man in black and white clothes kicked to pieces by the soccer ball because he was a mannequin?,13.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RtYbZzlUVxM
1170-3,MImfdDB5-K8,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the containers disappear because they fell off the ship due to instability?,14.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/MImfdDB5-K8
1173-3,YfbZV7u3kMM,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the person in the back seat disappear because the car made a sudden stop or sharp turn?,5.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YfbZV7u3kMM
1175-3,oG45ZbYePtY,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the bear on the ground a mechanical bear moving?,19.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/oG45ZbYePtY
1176-3,PFlSRwIZ8EM,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the plant in the man's hand grow larger because of a change in perspective as he moved through a doorway?,24.15,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PFlSRwIZ8EM
1177-3,lJcTCcUJK0I,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the man swim to the other boat while using a towel as a distraction?,17.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/lJcTCcUJK0I
1178-3,SArRN5FhkYI,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the laptop in the final scene a foldable device that unfolds from a smartphone?,19.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/SArRN5FhkYI
1181-3,ys5re4kXW1I,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the Colosseum seem to disappear just because of a painting held in front of it?,12.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ys5re4kXW1I
1182-3,NFMqcsBtY30,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the ladder in the video turn into a smaller size as it moves toward the clouds?,20.27,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NFMqcsBtY30
1183-3,uYIWSSQNV4w,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the sky darken because the person in the video turned off all the lights in the room?,13.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uYIWSSQNV4w
1192-3,RdDzFuX1b1s,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Did the standing sprinkler appear suddenly because it was hidden underground and activated by the ball?,20.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RdDzFuX1b1s
1203-3,X2muluGbNeo,Wrongly-led Open-ended Question,Local Event Attribute,Did the man use the detachable spray head of the faucet to take out the towel without touching the stream?,18.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X2muluGbNeo
1206-3,fuAUDvxf_vY,Wrongly-led Open-ended Question,Professional Knowledge,Is the blue paint spilling unusually because the person is holding the paint can upside down above their head?,10.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fuAUDvxf_vY
1209-3,H-9qGWrW83M,Wrongly-led Open-ended Question,Displacement Attribute,Does the woman in the photo is running quickly due to the position of her legs and the splash of water?,20.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/H-9qGWrW83M
1210-3,diEfe0tsJY8,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the focus of the video shift from the background to the foreground as it progresses?,6.25,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/diEfe0tsJY8
1214-3,7nnjsL5oc_s,Wrongly-led Open-ended Question,Displacement Attribute,"Is the camera moving away from the woman, creating a zoom-out effect, as it films her?",5.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7nnjsL5oc_s
1223-3,FxLooSikc2U,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"In the last throw, does the camera keep the same angle as before?",23.66,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/FxLooSikc2U
1225-3,#NAME?,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the person mainly visible after the first camera zoom a woman in a red dress?,,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/-o7pVduTGVs
1229-3,d-uzkMB14xQ,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"Is the difference between the object and its reflection because the mirror is a special type, like a concave mirror?",10.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/d-uzkMB14xQ
1231-3,BFgfaUrBoks,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the waterfall appear to flow backwards at the end of the video because of using special effects techniques?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks
1233-3,vpzN7MFV4YU,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the reason for the two reflections in the photo due to image synthesis technology?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU
1235-3,EvlFEYvsf2Q,Wrongly-led Open-ended Question,Professional Knowledge,"According to the pattern in the video, does 4 + 3 equal 412?",4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q
1236-3,eDcteTYALgI,Wrongly-led Open-ended Question,Professional Knowledge,Is the method shown in the video ineffective because it involves squaring the numbers before dividing by 5?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI
1237-3,jTpJa4TF5cQ,Wrongly-led Open-ended Question,Professional Knowledge,"According to the pattern in the video, does 9 + 9 equal 72?",4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ
1239-3,3Eh34zhrxMA,Wrongly-led Open-ended Question,Professional Knowledge,Does this method produce the correct result for the multiplication table of 19 as efficiently as the normal method?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA
1242-3,68kf4Xd63rc,Wrongly-led Open-ended Question,Plot Attribute,Did the man's magic trick fail because the object remained visible on the table throughout the performance?,12.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/68kf4Xd63rc
1255-3,IpHK0Fscq1o,Wrongly-led Open-ended Question,Event Localization,Did the man run underneath after the color red was called?,38.64,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IpHK0Fscq1o
1260-3,zHkShLJc41g,Wrongly-led Open-ended Question,Character Reaction Causality,Is the man in white surprised because the food he ate was unexpectedly spicy?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zHkShLJc41g
1261-3,nBq9a0dz_w4,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the reflection of the two men in the scene created by using a mirror placed on the ground?,34.2,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nBq9a0dz_w4
1262-3,gyynOp1Z9vg,Wrongly-led Open-ended Question,Character Emotion Attribute,Did the girl in the pink top feel curious and amused after she held the performer's arm?,59.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gyynOp1Z9vg
1275-3,l9HF9qcNvBs,Wrongly-led Open-ended Question,Plot Attribute,Did the person in the blue shirt win the challenge?,58.86,Please state your answer with a brief explanation.,,https://youtube.com/shorts/l9HF9qcNvBs
1276-3,vXUZpRRrIBU,Wrongly-led Open-ended Question,Plot Attribute,Does the lemon icon at the top of the video indicate the level of sourness of the lemon in the challenge?,30.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vXUZpRRrIBU
1278-3,X9_PhsoghBI,Wrongly-led Open-ended Question,Plot Attribute (Montage),Is the difference in the number of attempts between the first two challenges more than two?,59.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X9_PhsoghBI
1283-3,gilRZPVaUiM,Wrongly-led Open-ended Question,Event Duration & Speed Attribute,Is the child in the green outfit the fastest runner at the end of the video?,20.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gilRZPVaUiM
1288-3,YKdNJPfnbLA,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the blond man feel playful and energetic at the end of the video?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YKdNJPfnbLA
1290-3,WuoIOYVkN7E,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the man at the end seem amused and entertained after his attempt with the pillow?,7.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WuoIOYVkN7E
1293-3,c77XgLraFbM,Wrongly-led Open-ended Question,Objective Causality,Did the bottle cap fly in the second scene because someone actually flicked it with their finger?,24.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c77XgLraFbM
1294-3,WbCqk3TIySs,Wrongly-led Open-ended Question,Plot Attribute (Montage),"Based on narrative, did the piece of meat appear on the grill because someone placed it there using tongs?",12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WbCqk3TIySs
1298-3,WKkCkLRo-Us,Wrongly-led Open-ended Question,Objective Causality,Was the man's football unable to return because a dog intercepted it?,7.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WKkCkLRo-Us
1299-3,OHk9qAIMKKU,Wrongly-led Open-ended Question,Objective Causality,Did the elevator door close because the person inside pressed the button to close it?,7.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/OHk9qAIMKKU
1307-3,BH9b46Sy7jM,Wrongly-led Open-ended Question,Event Duration & Speed Attribute,Does the tire that takes the lead at the start remain in the lead all the time?,29.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BH9b46Sy7jM
1308-3,KZfOc4Bygfs,Wrongly-led Open-ended Question,Event Duration & Speed Attribute,Does the speed of the black missile in the animation keep increasing?,24.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KZfOc4Bygfs
1310-3,xk2yJbDhU0E,Wrongly-led Open-ended Question,Event Duration & Speed Attribute,Did Celine finish the game faster because she had more soccer ball icons above her name?,28.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xk2yJbDhU0E
1312-3,_tT2ldpZHek,Wrongly-led Open-ended Question,Displacement Attribute,Was the treadmill belt stationary while the person was sleeping in the video?,46.34,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tT2ldpZHek
1318-3,3i4wmfNpqRg,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the daughter appear amused and entertained by her father's antics at the end?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3i4wmfNpqRg
1321-3,6qHXenlRDH4,Wrongly-led Open-ended Question,Character Emotion Attribute,Does the girl with braids appear happy at the end of the video?,24.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/6qHXenlRDH4
1324-3,L9dnb-wfsnc,Wrongly-led Open-ended Question,Character Reaction Causality,Do the man and woman appear to be in a light-hearted and playful mood at the end of the video because of their interaction with the fluffy white dog?,28.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L9dnb-wfsnc
1329-3,x5JHiogS_nM,Wrongly-led Open-ended Question,Character Reaction Causality,"Is the woman's mood at the end of the video one of confusion and curiosity, as she failed to undertand the man's action completely?",16.21,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/x5JHiogS_nM
1344-3,eLJNa61S4RE,Wrongly-led Open-ended Question,Character Reaction Causality,Is the child's smile after the injection due to being comforted by the person around them?,18.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eLJNa61S4RE
