qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url
1231-0,BFgfaUrBoks,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why does the water in the waterfall look like it is flowing backwards at the end of the video?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BFgfaUrBoks
1233-0,vpzN7MFV4YU,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Why are there two reflections when there is only one person in the photo?,10.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vpzN7MFV4YU
1235-0,EvlFEYvsf2Q,Primary Open-ended Question,Professional Knowledge,What's the answer for 4+3= according to the video?,4.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/EvlFEYvsf2Q
1236-0,eDcteTYALgI,Primary Open-ended Question,Professional Knowledge,Is the method useful to produce correct calculation result?,16.95,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eDcteTYALgI
1237-0,jTpJa4TF5cQ,Primary Open-ended Question,Professional Knowledge,What's the answer of 9+9=? according to the video?,4.5,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/jTpJa4TF5cQ
1239-0,3Eh34zhrxMA,Primary Open-ended Question,Professional Knowledge,Is the method useful to produce correct calculation result?,15.1,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3Eh34zhrxMA
1242-0,68kf4Xd63rc,Primary Open-ended Question,Plot Attribute,What was the result of this man's magic show?,12.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/68kf4Xd63rc
1255-0,IpHK0Fscq1o,Primary Open-ended Question,Event Localization,After which color being called did the man run underneath?,38.64,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/IpHK0Fscq1o
1260-0,zHkShLJc41g,Primary Open-ended Question,Character Reaction Causality,Why does the man in white look surprised at the end of the video?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zHkShLJc41g
1261-0,nBq9a0dz_w4,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),"Why in the reflection of only one woman reading under a tree, there're two other men visible?",34.2,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nBq9a0dz_w4
1262-0,gyynOp1Z9vg,Primary Open-ended Question,Character Emotion Attribute,What's the emotion of the girl in pink top after she held on the performer's arm?,59.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gyynOp1Z9vg
1275-0,l9HF9qcNvBs,Primary Open-ended Question,Plot Attribute,Who wins the challenge?,58.86,Please state your answer with a brief explanation.,,https://youtube.com/shorts/l9HF9qcNvBs
1276-0,vXUZpRRrIBU,Primary Open-ended Question,Plot Attribute,What does the lemon icon at the top of the video mean?,30.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vXUZpRRrIBU
1278-0,X9_PhsoghBI,Primary Open-ended Question,Plot Attribute (Montage),"In the first two challenge, what is the difference in number of attempts?",59.29,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/X9_PhsoghBI
1283-0,gilRZPVaUiM,Primary Open-ended Question,Event Duration & Speed Attribute,Which kid runs the fastest at the end of the video?,20.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gilRZPVaUiM
1288-0,YKdNJPfnbLA,Primary Open-ended Question,Character Emotion Attribute,What is the blond man's emotion at the end of the video?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/YKdNJPfnbLA
1290-0,WuoIOYVkN7E,Primary Open-ended Question,Character Emotion Attribute,What is the reaction of the man in the end?,7.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WuoIOYVkN7E
1293-0,c77XgLraFbM,Primary Open-ended Question,Objective Causality,How did the bottle cap fly in the second scene of the video?,24.45,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c77XgLraFbM
1294-0,WbCqk3TIySs,Primary Open-ended Question,Plot Attribute (Montage),"Based on the narrative in the video, why did a piece of meat appear on the grill?",12.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WbCqk3TIySs
1298-0,WKkCkLRo-Us,Primary Open-ended Question,Objective Causality,Why did the man's football not return to him?,7.71,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/WKkCkLRo-Us
1299-0,OHk9qAIMKKU,Primary Open-ended Question,Objective Causality,Why did the elevator door close?,7.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/OHk9qAIMKKU
1307-0,BH9b46Sy7jM,Primary Open-ended Question,Event Duration & Speed Attribute,"Past the ramp, what is the change in speed difference between the two tires in terms of forward distance?",29.61,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/BH9b46Sy7jM
1308-0,KZfOc4Bygfs,Primary Open-ended Question,Event Duration & Speed Attribute,How does the speed of the black missile change in this animation?,24.09,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KZfOc4Bygfs
1310-0,xk2yJbDhU0E,Primary Open-ended Question,Event Duration & Speed Attribute,Who used lesser time in completing the game?,28.65,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/xk2yJbDhU0E
1312-0,_tT2ldpZHek,Primary Open-ended Question,Displacement Attribute,Is the treadmill running while the person in the video is sleeping?,46.34,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tT2ldpZHek
1318-0,3i4wmfNpqRg,Primary Open-ended Question,Character Emotion Attribute,What are the daughter's emotions at the end?,16.38,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3i4wmfNpqRg
1321-0,6qHXenlRDH4,Primary Open-ended Question,Character Emotion Attribute,What is the emotion of the girl in braids at the end of the video?,24.32,Please state your answer with a brief explanation.,,https://youtube.com/shorts/6qHXenlRDH4
1324-0,L9dnb-wfsnc,Primary Open-ended Question,Character Reaction Causality,What is the mood of the man and woman at the end of the video? Why is this sentiment caused?,28.67,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L9dnb-wfsnc
1329-0,x5JHiogS_nM,Primary Open-ended Question,Character Reaction Causality,What is the mood of the woman at the end of the video? Whyï¼Ÿ,16.21,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/x5JHiogS_nM
1344-0,eLJNa61S4RE,Primary Open-ended Question,Character Reaction Causality,"In this video, why does the child smile after the injection?",18.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/eLJNa61S4RE
